year,file,cluster,value
2003,03021420DN.txt,organizations,University
2003,03022514DN.txt,organizations,Universityof NairobiExtra-Mural
2003,03022615DN.txt,organizations,University of CaIl
2003,03031606LS.txt,organizations,Oxford University
2003,03032707DN.txt,organizations,University
2003,03032707DN.txt,organizations,National American University
2003,03032707DN.txt,organizations,National Amencan University and Diploma
2003,03033006LS.txt,organizations,University of Warwick
2003,03033006LS.txt,organizations,Stellenbosch University
2003,03033006LS.txt,organizations,University
2003,03033006LS.txt,organizations,University of Nairobi's Faculty of Architec
2003,03033006LS.txt,organizations,University of Kansas
2003,03033006LS.txt,organizations,University of Nairobi
2003,03040109BW.txt,organizations,University of Nairobi
2003,03040810DN.txt,organizations,Egerton University
2003,03041721DN.txt,organizations,University of Hull
2003,03042505DN.txt,organizations,Strathmore University
2003,03042505DN.txt,organizations,Strathmore University Madaraka Est
2003,03042509DN.txt,organizations,Rockefeller University
2003,03042809DN.txt,organizations,Catholic University of 011-473745
2003,03050207DN.txt,organizations,Pre-university & University Level Programs
2003,03050207DN.txt,organizations,University
2003,03050509DN.txt,organizations,University of Nairo
2003,03050636DN.txt,organizations,University Representations
2003,03050636DN.txt,organizations,Committee is University
2003,03050636DN.txt,organizations,University
2003,03050636DN.txt,organizations,University Degree in Mass Communications
2003,03050636DN.txt,organizations,University Degree
2003,03050829DN.txt,organizations,Chinese University of Hong Kong
2003,03051227DN.txt,organizations,University Degree
2003,03051227DN.txt,organizations,University
2003,03051227DN.txt,organizations,Bonki Delivery Services A University Degree in Mass Communications
2003,03051403WM.txt,organizations,Moi University
2003,03051908DN.txt,organizations,University
2003,03052238DN.txt,organizations,Mai~ Campus of the University of enterpreneurs within AGOA
2003,03052238DN.txt,organizations,University
2003,03052850DN.txt,organizations,University Degree
2003,03053009DN.txt,organizations,University
2003,0305NC016D.txt,organizations,Oxford University
2003,0305NC016D.txt,organizations,University
2003,03060138SN.txt,organizations,United States International University Jones
2003,03060138SN.txt,organizations,Egerton University
2003,03060138SN.txt,organizations,Jomo Kenyatta University of Mohammed
2003,03060438DN.txt,organizations,University Degree
2003,03061143DN.txt,organizations,University Degree
2003,03062621DN.txt,organizations,University of Cape Town
2003,03062621DN.txt,organizations,University of Milan
2003,03062621DN.txt,organizations,University of Cape
2003,03062641DN.txt,organizations,& of course excellent Accommodation & Meals EVERY TDURSDA Y Oxford University Press
2004,04010132DN.txt,people,Mr University
2004,04011411DN.txt,organizations,University of Nairobi
2004,04011609DN.txt,organizations,Inter-Public University Coun
2004,04011609DN.txt,organizations,University of Nairobi
2004,04011812LS.txt,organizations,Maseno University: Institute of Of
2004,04011812LS.txt,organizations,Maseno University
2004,04012512LS.txt,organizations,University of Garcia Marquez
2004,04012840DN.txt,organizations,University
2004,04012925DN.txt,organizations,University of Sussex
2004,04013056DN.txt,organizations,University
2004,04013057DN.txt,organizations,University Degree
2004,04020104LS.txt,organizations,University of California
2004,04020104LS.txt,organizations,Rand Afrikaans University
2004,04020330DN.txt,organizations,University Way
2004,04021605DN.txt,organizations,Jomo Kenyatta University of Agriculture and Technol
2004,04021817DN.txt,organizations,Opole University
2004,04021817DN.txt,organizations,ST SEMESTER Kenyatta University Senate
2004,04021817DN.txt,organizations,University
2004,04022628DN.txt,organizations,Manitoba University of Canada
2004,04022628DN.txt,organizations,The University of Nairobi
2004,04022628DN.txt,organizations,University of Nairobi
2004,04030709LS.txt,organizations,University of Iowa
2004,04030712LS.txt,organizations,Columbia University
2004,04030712LS.txt,organizations,University of Lon
2004,04030712LS.txt,organizations,Maseno University
2004,04030733SN.txt,organizations,University of The
2004,04030733SN.txt,organizations,University
2004,04030733SN.txt,organizations,Kenyatta University
2004,04030733SN.txt,organizations,Catholic University
2004,04030733SN.txt,organizations,Charles Catholic University
2004,04030733SN.txt,organizations,Kenyatla University
2004,04030733SN.txt,organizations,University of Nairobi
2004,04031143DN.txt,organizations,M&E Unit Manager â€_Ã„Â¢ University of Western Australia Purpose
2004,04031143DN.txt,organizations,Deakin University Develop
2004,04031143DN.txt,organizations,Griffith University
2004,04031143DN.txt,organizations,University of Newcastle
2004,04031143DN.txt,organizations,University of Western Sydney Develop
2004,04031143DN.txt,organizations,University
2004,04031143DN.txt,organizations,University of Wollongong Develop
2004,04031143DN.txt,organizations,University of Melbourne Location
2004,04031143DN.txt,organizations,Edith Cowan University Provide
2004,04031143DN.txt,organizations,â€_Ã„Â¢ University of Southern Queensland HIV/AIDS
2004,04031143DN.txt,organizations,Murdoch University â€_Ã„Â¢ Curtin University of Technology Specific Duties
2004,04031143DN.txt,organizations,Victoria University Train
2004,04031143DN.txt,organizations,La Trobe University Design
2004,04031143DN.txt,organizations,Monash University
2004,04031143DN.txt,organizations,RMIT University
2004,04031143DN.txt,organizations,University of South Australia
2004,04031709DN.txt,organizations,University of Edinburgh
2004,04031907DN.txt,organizations,University of North Carolina
2004,04032103LS.txt,organizations,Phoenix University
2004,04032103LS.txt,organizations,Grand Canyon University
2004,04032106SS.txt,organizations,Kisii Central University
2004,04032116SN.txt,organizations,University
2004,04033117DN.txt,organizations,Yale University
2004,0403NC040D.txt,organizations,AfÃ”Â¨Ã…liate of Johns Hopkins University
2004,04040324SA.txt,organizations,University of Nairobi
2004,04040716DN.txt,organizations,Strathmore University Strathmore Univmity
2004,04040744DN.txt,organizations,University
2004,04040936DN.txt,organizations,Jomo Kenyatta University of Agriculture & Technology
2004,04040936DN.txt,organizations,University
2004,04041406DN.txt,organizations,University
2004,04041406DN.txt,organizations,Kenyatta University
2004,04042818DN.txt,organizations,Ludeki Chweya University of Nairobi Venue MS-TCDC
2004,04042818DN.txt,organizations,Makumi Mwagiru University of Nairobi 7th
2004,04042818DN.txt,organizations,University of Nairobi
2004,04042818DN.txt,organizations,Okombo University of Nairobi Dates 2
2004,04042925DN.txt,organizations,Jomo Kenya University NAIROBI
2004,04042925DN.txt,organizations,Dundee University
2004,04043006DN.txt,organizations,Strathmore University Distance Learning Centre The Customer Service
2004,04043006DN.txt,organizations,University Distance Learning Centre
2004,04043006DN.txt,organizations,Bungoma Strathmore University
2004,04043021DN.txt,organizations,Brookes University
2004,04043021DN.txt,organizations,University Way/Koinange Street
2004,0404NC011D.txt,organizations,Kenyatta University
2004,0404NC011D.txt,organizations,University of Nairobi
2004,0404NC013D.txt,organizations,Kenyatta University
2004,04050628DN.txt,organizations,University of larly
2004,04050628DN.txt,organizations,United Nations University
2004,04050733DN.txt,organizations,University Libraries
2004,04050733DN.txt,organizations,University
2004,04050733DN.txt,organizations,The University
2004,04050733DN.txt,organizations,University College In East Africa
2004,04050733DN.txt,organizations,University of East Africa
2004,04050733DN.txt,organizations,University College Nairobi
2004,04050733DN.txt,organizations,University of L?ndon
2004,04050733DN.txt,organizations,University of Nairobi
2004,04050733DN.txt,organizations,University of The
2004,04050733DN.txt,organizations,University of Nairobi
2004,04050733DN.txt,organizations,University of London
2004,04050733DN.txt,organizations,University College
2004,04050733DN.txt,organizations,College of Agriculture & Veterinary Sciences The University of Nairobi
2004,04050733DN.txt,organizations,University of Nairobi
2004,04050734DN.txt,organizations,Crispus The University
2004,04050734DN.txt,organizations,University of Nairobi's Department of Medical
2004,04050734DN.txt,organizations,University
2004,04050734DN.txt,organizations,The University
2004,04050734DN.txt,organizations,University of Oxford
2004,04050734DN.txt,organizations,University ICT
2004,04050734DN.txt,organizations,Kiamba University Scoops Prizes Rewarding Academic Excellence The University of Nairobi
2004,04050734DN.txt,organizations,University of Nairobi
2004,04051609LS.txt,organizations,University of Texas Medical
2004,04051710DN.txt,organizations,University of Oar es Salaam
2004,04051710DN.txt,organizations,University of Nairobi
2004,04051809DN.txt,organizations,University
2004,04051809DN.txt,organizations,Oxford University
2004,04051809DN.txt,organizations,University of Nairobi
2004,04051816DN.txt,organizations,Moi University
2004,04052133DN.txt,organizations,â€_Ã„Â¢ University
2004,04052806DN.txt,organizations,Keele University
2004,04060120DN.txt,organizations,University by Sociology
2004,04060120DN.txt,organizations,University of Nairobi
2004,04060120DN.txt,organizations,Former University of Nairobi Vice Chancellor
2004,04060120DN.txt,organizations,University
2004,04060303DN.txt,organizations,Oxford University
2004,04060532SA.txt,organizations,Harvard University to Gichanga
2004,04060532SA.txt,organizations,Oxford University
2004,04060532SA.txt,organizations,University
2004,04060610SN.txt,organizations,University of Cambridge
2004,04061028DN.txt,organizations,University of Nairobi of selected UNICEF
2004,04061315SN.txt,organizations,University of Nairobi
2004,04061325SN.txt,organizations,Â¬Â£S University in Early Childhood Education
2004,04061325SN.txt,organizations,Strathmore University 8
2004,04061405DN.txt,organizations,University
2004,04061405DN.txt,organizations,Moi University
2004,04061405DN.txt,organizations,University launches Fire Protection
2004,04061617DN.txt,organizations,University of Mar
2004,04062351DN.txt,organizations,Director General â€_Ã„Â¢ University Graduate in Sacial Sciences I Education
2004,04062351DN.txt,organizations,Regional Human Resaurces Manager â€_Ã„Â¢ University Graduate
2004,04070827DN.txt,organizations,University
2004,04070833DN.txt,organizations,Oxford University
2004,04070909DN.txt,organizations,University of Science
2004,04071106LS.txt,organizations,Sanne Kreijkamp-Kaspers of University Medical Centre
2004,04071213DN.txt,organizations,University
2004,04071310DN.txt,organizations,University of East Africa
2004,04071327DN.txt,organizations,University of Nairobi
2004,04071407DN.txt,organizations,University
2004,04071705SA.txt,organizations,Jomo Kenyatta University of Agriculture and Technology
2004,04071705SA.txt,organizations,University Senate
2004,04072120DN.txt,organizations,University
2004,04072120DN.txt,organizations,Maseno University
2004,04072232DN.txt,organizations,University of Zimbabwe
2004,04072505SN.txt,organizations,KISUMU University
2004,04072505SN.txt,organizations,University of Glamorgan
2004,04081225DN.txt,organizations,University of Vietnam
2004,04081226DN.txt,organizations,University of Vietnam
2004,04081512LS.txt,organizations,Kibaki's International University-Nairobi
2004,04081841DN.txt,organizations,University
2004,04081843DN.txt,organizations,University
2004,04081931DN.txt,organizations,"University of Nairobi, Ministry of Water Resources Management and Development"
2004,04082615DN.txt,organizations,Notre Dame University
2004,04090223DN.txt,organizations,Oxford University
2004,04090223DN.txt,organizations,Oxford University of Britain and University of Nairobi
2004,04090224DN.txt,organizations,United States International University
2004,04090224DN.txt,organizations,Oxford University
2004,04090224DN.txt,organizations,University of Nairobi
2004,04090338DN.txt,organizations,University Degree
2004,04090342DN.txt,organizations,STOREKEEPER University
2004,04090512LS.txt,organizations,Oxford University Press
2004,04090907DN.txt,organizations,Oxford University Press
2004,04091045DN.txt,organizations,University
2004,04091045DN.txt,organizations,Personal University
2004,04091045DN.txt,organizations,University Graduate TfJe Role Recognized Airline Operations Certificate
2004,04091211YN.txt,organizations,University
2004,04091328DN.txt,organizations,Egerton University
2004,04091906LS.txt,organizations,University of Western Australia
2004,04091906LS.txt,organizations,Harvard University Human Rights Fel
2004,04091915SN.txt,organizations,University of Nairobi Page -------------------Trial Version
2004,04092009DN.txt,organizations,Daystar University
2004,04100150DN.txt,organizations,Station University
2004,04100207SA.txt,organizations,Catholic University of Eastern Africa
2004,04100315SN.txt,organizations,Leeds University
2004,04100423DN.txt,organizations,University of Agriculture and Agriculture
2004,04100423DN.txt,organizations,School of Medicine of the University of Zambia
2004,04100728DN.txt,organizations,Egerton University
2004,04100919SA.txt,organizations,Pre-University Programme
2004,04100919SA.txt,organizations,Private University
2004,04100919SA.txt,organizations,St. Paul's University
2004,04100919SA.txt,organizations,University of Wales
2004,04100919SA.txt,organizations,University of Wales
2004,04101309DN.txt,organizations,Tsinghua University
2004,04101429HZ.txt,organizations,University of Wales
2004,04101434DN.txt,organizations,University
2004,04101557DN.txt,organizations,â€_Ã„Â¢ University Degree in Social Sciences
2004,04101564DN.txt,organizations,University
2004,04102039DN.txt,organizations,University
2004,04102910DN.txt,organizations,International University
2004,04103112LS.txt,organizations,Western University College oJ Science and Technol
2004,04103112LS.txt,organizations,University Bookshop
2004,04110505FM.txt,organizations,University
2004,04110557DN.txt,organizations,University
2004,04111133DN.txt,organizations,Kenyatta University
2004,04111134DN.txt,organizations,Kenyatta University
2004,04111134DN.txt,organizations,University
2004,04111136DN.txt,organizations,Oxford University
2004,04111706DN.txt,organizations,University Senate
2004,04111706DN.txt,organizations,Jomo Kenyatta University
2004,04111706DN.txt,organizations,University Senate
2004,04111922DN.txt,organizations,University Evan Gicheru
2004,04111922DN.txt,organizations,University of Washington
2004,04111928DN.txt,organizations,Kenya Medical Research Institute and University
2004,04111951DN.txt,organizations,University
2004,04111951DN.txt,organizations,â€_Ã„Â¢ University
2004,04112444DN.txt,organizations,University
2004,04112550DN.txt,organizations,University College
2004,04112550DN.txt,organizations,Western University College of Science and Technology
2004,04112550DN.txt,organizations,Western University College of Scienpe
2004,04112550DN.txt,organizations,Moi University
2004,04120102WM.txt,organizations,Harvard University Millennium Human Rights Fellow
2004,04120102WM.txt,organizations,University of Nairobi
2004,04120610DN.txt,organizations,University of Montreal
2004,04120612DN.txt,organizations,University of Nairobi
2004,04120912DN.txt,organizations,Kenyatta University Another
2004,04121006DN.txt,organizations,University
2004,04121506DN.txt,organizations,University of KwaZulu
2004,04121541DN.txt,organizations,University Degree
2004,04121717DN.txt,organizations,Strathmore University
2004,04121917SN.txt,organizations,Kenyatta University of Agricul
2004,04122810DN.txt,organizations,University of Nairobi
2004,04123021DN.txt,organizations,Hadassah University Medical
2004,04123025DN.txt,organizations,University of California
2004,0412SX012L.txt,organizations,Makerere University
2004,0412SX012L.txt,organizations,Kenyatta University
2004,0423NX006M.txt,organizations,Kenyatta University
2004,0423NX011M.txt,organizations,University
2004,0423NX012M.txt,organizations,University
2004,0429NC044D.txt,organizations,University of Washington
2005,050408DN041.txt,organizations,Nairobi University
2005,05042803DN.txt,organizations,Oxford University
2005,05042803DN.txt,organizations,Manitoba University
2005,05042803DN.txt,organizations,Oxford and University of Nairobi
2005,05051105DN.txt,organizations,Nairobi University
2005,050608DN037.txt,organizations,University
2005,050708DN040.txt,organizations,University of Manitoba
2005,050708DN040.txt,organizations,University of Nairobi /Manitoba
2005,050715DN053.txt,organizations,University of Manitoba
2005,050715DN053.txt,organizations,University of Nairobi /Manitoba
2005,05072503DN.txt,organizations,Senior University and Hampton Community College
2005,051019DN041.txt,organizations,Moi University School of Medicine
2005,05110203DN.txt,organizations,Moi University School of Medicine
2005,05110203DN.txt,organizations,Indiana University School of Medicine
2005,05110203DN.txt,organizations,University
2005,051116DN051.txt,organizations,University Degree
2005,051118DN053.txt,organizations,Moi University School of Medicine
2005,051118DN053.txt,organizations,Indiana University School of Medicine
2005,051216DN039.txt,organizations,University
2005,051216DN039.txt,organizations,Maseno University
2005,051216DN039.txt,organizations,Maseno University Aids Control Unit
2005,05122624DN.txt,organizations,Makerere University
2006,061021DN019.txt,organizations,University
2006,06110301DN.txt,organizations,University of Ireland Cotromed and Metropolitan University of Ireland Metropolitan University of Ireland Cotromed and Metropolitan University of Ireland
2006,061207DN021.txt,organizations,Oxford University
2006,061220DN021.txt,organizations,Cambridge University
2007,070603.txt,organizations,Masinde Muliro University
2007,070614.txt,organizations,Hopkins University
2007,070709.txt,organizations,University ofNalrobi
2007,070719.txt,organizations,Moi University School of Medicine
2007,070719.txt,organizations,Indiana University
2007,070719.txt,organizations,Florence Mirembe of Makerere University
2008,081022.txt,organizations,Education â€_Ã„Â¢ University Degree in Bachelor of Commerce
2008,0811091.txt,organizations,University of Nairobi
2008,081111.txt,organizations,Cardiff University
2009,09011202NC0112.txt,organizations,University Way P.O. Box
2009,09011600NC0116.txt,organizations,University of Nairobi
2009,09012104NC0121.txt,organizations,University Degree
2009,09012901NX0129.txt,organizations,University of maintained below
2009,09012901NX0129.txt,organizations,University of Sydney
2009,09012906NC0129.txt,organizations,University of maintained below
2009,09012906NC0129.txt,organizations,University of Sydney
2009,09013000NC0130.txt,organizations,Grace Oling University of Manchester
2009,090211DNC055.txt,organizations,AGA KHAN UNIVERSITY AGA KHAN UNIVERSITY HOSPITAL NAIROBI AMREF
2009,090211DNC055.txt,organizations,University
2009,090211DNC055.txt,organizations,Aga Khan University Hospital
2009,090211DNC055.txt,organizations,Aga Khan University Hospital
2009,090224DNF004.txt,organizations,University ofNai mbi
2009,090224DNF004.txt,organizations,University of California
2009,090224DNF004.txt,organizations,Chante University of Medicine
2009,090224DNF009.txt,organizations,University ofNai mbi
2009,090224DNF009.txt,organizations,University of California
2009,090224DNF009.txt,organizations,Chante University of Medicine
2009,09030516DNC0.txt,organizations,Oxford University
2009,09030516DNC0.txt,organizations,University
2009,09030611DNC0.txt,organizations,Moi University
2009,09031006DNF0.txt,organizations,University of Nairobi Insti
2009,09031008DNC0.txt,organizations,University of Nairobi
2009,09031008DNC0.txt,organizations,University of Nairobi Vice-Chan
2009,09031008DNC0.txt,organizations,Kenya National University
2009,09031008DNF0.txt,organizations,Commission on University
2009,09031008DNF0.txt,organizations,University of Nairobi\u2019s Parklands Nduta
2009,09031008DNF0.txt,organizations,University of Nairobi
2009,090310DNF006.txt,organizations,University of Nairobi Institute of Tropical and Infectious Diseases
2009,090403DNF035.txt,organizations,University of Nairobi
2009,090404DNC012.txt,organizations,Makerere University
2009,090408DNC057.txt,organizations,Johns Hopkins University
2009,090408LMX012.txt,organizations,Strathmore University
2009,090415DNF006.txt,organizations,US Walter Reed Military University
2009,090515DNC003.txt,organizations,University of Washington
2009,090515DNC003.txt,organizations,University of Nairobi
2009,090906DNC005.txt,organizations,University of Nairobi
2009,090925DNC005.txt,organizations,University of Sydney
2009,090925DNC005.txt,organizations,Harvard University
2009,090925DNC005.txt,organizations,University of Tasmania
2009,091117DNF006.txt,organizations,University of Dar es Salaam
2009,091117DNF006.txt,organizations,University of Texas
2010,100119.txt,organizations,Connecticut University
2010,100219c.txt,organizations,University of Pennsylvania School of Medicine
2010,100518.txt,organizations,Morgan State University
2010,100608c.txt,organizations,University of Nairobi
2010,100620.txt,organizations,University of Nairobi
2010,100713.txt,organizations,University of Nairobi
2010,100718.txt,organizations,University of Kwazulu-Natalin South Africa
2010,100720.txt,organizations,University of KwaZulu-Natal
2010,101008.txt,organizations,Makerere Universityâ€_Ã„Ã´s Infectious Disease Institute
2010,101127.txt,organizations,University of Nairobi
2010,101202.txt,organizations,Strathmore University
2010,101208022DNC.txt,organizations,University of Nairobi
2010,101214.txt,organizations,University of Nairobi
2010,101223.txt,organizations,Harvard University Dr Calestus Juma
2010,101223.txt,organizations,Kenyatta University
2010,101223.txt,organizations,Maseno University and North Carolina University
2010,101223.txt,organizations,Maseno University
2011,110329c.txt,organizations,Addis Ababa University
2011,110329c.txt,organizations,University of Nairobi
2011,110329c.txt,organizations,University of Wisconsin
2011,110423.txt,organizations,University of Nairobiâ€_Ã„Ã´s School of Medicine
2011,110423.txt,organizations,Kenyatta National Hospital and University of Nairobi Ethical Board
2011,110426.txt,organizations,Tulane University
2011,110516.txt,organizations,University of Miami Miller School of Medicine
2011,110516.txt,organizations,University of North Carolina
2011,110517.txt,organizations,University of Miami Miller School of Medicine
2011,110517.txt,organizations,University of North Carolina
2011,110531.txt,organizations,University of North Carolina
2011,110625.txt,organizations,University of Cambridge
2011,110628.txt,organizations,University of Newcastle
2011,110714.txt,organizations,University of Washington
2011,110808.txt,organizations,Columbia University
2011,110820.txt,organizations,Kenyatta University
2011,111018c.txt,organizations,University of Nairobi's Department of Obstetrics and Gynaecology
2011,111109c.txt,organizations,St Paulâ€_Ã„Ã´s University
2011,111130.txt,organizations,Moi University
2011,111130b.txt,organizations,St Paulâ€_Ã„Ã´s University
2011,111218.txt,organizations,University of Witwatersrand
2011,111218.txt,organizations,McGill University
2011,111227.txt,organizations,Stanford University
2012,120324.txt,organizations,University of Nairobi College of Biological and Physical Sciences
2012,120324a.txt,organizations,University of Nairobi College of Biological and Physical Sciences
2012,120404.txt,organizations,Oxford University
2012,120404.txt,organizations,University of Nairobi
2012,120420.txt,organizations,Kampala International University
2012,120724.txt,organizations,Ravindra Gupta at University College London
2012,120827.txt,organizations,Khan University
2012,120827.txt,organizations,University of Nairobi
2012,120905.txt,organizations,University of Washington
2012,122402c.txt,organizations,Makerere University of Uganda and University of the Witwatersrand
2013,130305028DNC.txt,organizations,University of California
2013,130305028DNC.txt,organizations,University of Mississippi
2013,130405009DNC.txt,organizations,US Duke University School of Medicine
2013,130417004LMX1704.txt,organizations,St Paulâ€_Ã„Ã´s University
2013,130506029DNC.txt,organizations,Department of Pharmaceutical Technology at Technical University of Kenya
2013,130512.txt,organizations,University
2013,130512004LSX.txt,organizations,University
2013,130606.txt,organizations,Department of Pharmaceutical Technology at Technical University of Kenya
2013,130606.txt,organizations,University of Mississippi Medical Centre
2013,130606.txt,organizations,Technical University of Kenya
2013,130829016DNM.txt,organizations,University of Nairobiâ€_Ã„Ã´s Kenyatta National Hospital or Kenya Medical Research Institute
2013,130924005D2X.txt,organizations,University of California
2013,130924005D2X.txt,organizations,Duke University
2013,130924005D2X.txt,organizations,Oregon Health & Science University
2013,131107.txt,organizations,University College London
2013,131113004LMX1311.txt,organizations,Aga Khan University Hospital
2013,131128.txt,organizations,Lund University
2013,131205013DNC.txt,organizations,University of Nairobi
2013,131207.txt,organizations,University of North Carolina
